FREQ,REF_AREA,SEASONAL_ADJUST,INDICATOR,ACTIVITY,TIME_PERIOD,OBS_VALUE,BASE_PER
Q,GR,W,LCI_O,GTJ,2003-Q4,139,2012
Q,GR,W,LCI_O,GTN,2003-Q4,136.2,2012
Q,GR,W,LCI_O,KTN,2003-Q4,131.5,2012
Q,GR,W,LCI_O,OTS,2003-Q4,134.2,2012
Q,GR,W,LCI_O,PTS,2003-Q4,136.3,2012
Q,GR,N,LCI_T,B,2004-Q1,87,2012
Q,GR,N,LCI_T,C,2004-Q1,95.1,2012
Q,GR,N,LCI_T,D,2004-Q1,75.9,2012
Q,GR,N,LCI_T,E,2004-Q1,86.5,2012
Q,GR,N,LCI_T,F,2004-Q1,106.4,2012
Q,GR,N,LCI_T,G,2004-Q1,74.8,2012
Q,GR,N,LCI_T,H,2004-Q1,87.5,2012
Q,GR,N,LCI_T,I,2004-Q1,101.8,2012
Q,GR,N,LCI_T,J,2004-Q1,94.8,2012
Q,GR,N,LCI_T,K,2004-Q1,96.8,2012
Q,GR,N,LCI_T,L,2004-Q1,108.8,2012
Q,GR,N,LCI_T,M,2004-Q1,86.3,2012
Q,GR,N,LCI_T,N,2004-Q1,93.6,2012
Q,GR,N,LCI_T,O,2004-Q1,104,2012
Q,GR,N,LCI_T,P,2004-Q1,92.4,2012
Q,GR,N,LCI_T,Q,2004-Q1,106.1,2012
Q,GR,N,LCI_T,R,2004-Q1,108.9,2012
Q,GR,N,LCI_T,S,2004-Q1,98.8,2012
Q,GR,N,LCI_T,BTE,2004-Q1,90.3,2012
Q,GR,N,LCI_T,BTF,2004-Q1,94,2012
Q,GR,N,LCI_T,BTN,2004-Q1,88.4,2012
Q,GR,N,LCI_T,BTS,2004-Q1,92.4,2012
Q,GR,N,LCI_T,GTJ,2004-Q1,82.9,2012
Q,GR,N,LCI_T,GTN,2004-Q1,85.9,2012
Q,GR,N,LCI_T,KTN,2004-Q1,93.6,2012
Q,GR,N,LCI_T,OTS,2004-Q1,100.9,2012
Q,GR,N,LCI_T,PTS,2004-Q1,96.9,2012
Q,GR,N,LCI_WAG,B,2004-Q1,87.2,2012
Q,GR,N,LCI_WAG,C,2004-Q1,96.1,2012
Q,GR,N,LCI_WAG,D,2004-Q1,72.3,2012
Q,GR,N,LCI_WAG,E,2004-Q1,87.2,2012
Q,GR,N,LCI_WAG,F,2004-Q1,107.5,2012
Q,GR,N,LCI_WAG,G,2004-Q1,73.3,2012
Q,GR,N,LCI_WAG,H,2004-Q1,79,2012
Q,GR,N,LCI_WAG,I,2004-Q1,101.2,2012
Q,GR,N,LCI_WAG,J,2004-Q1,90.3,2012
Q,GR,N,LCI_WAG,K,2004-Q1,94.1,2012
Q,GR,N,LCI_WAG,L,2004-Q1,118,2012
Q,GR,N,LCI_WAG,M,2004-Q1,92.1,2012
Q,GR,N,LCI_WAG,N,2004-Q1,93.7,2012
Q,GR,N,LCI_WAG,O,2004-Q1,107.6,2012
Q,GR,N,LCI_WAG,P,2004-Q1,95.6,2012
Q,GR,N,LCI_WAG,Q,2004-Q1,106.5,2012
Q,GR,N,LCI_WAG,R,2004-Q1,100.6,2012
Q,GR,N,LCI_WAG,S,2004-Q1,97.4,2012
Q,GR,N,LCI_WAG,BTE,2004-Q1,90.6,2012
Q,GR,N,LCI_WAG,BTF,2004-Q1,94.3,2012
Q,GR,N,LCI_WAG,BTN,2004-Q1,86.8,2012
Q,GR,N,LCI_WAG,BTS,2004-Q1,92.6,2012
Q,GR,N,LCI_WAG,GTJ,2004-Q1,79.6,2012
Q,GR,N,LCI_WAG,GTN,2004-Q1,83.4,2012
Q,GR,N,LCI_WAG,KTN,2004-Q1,93.7,2012
Q,GR,N,LCI_WAG,OTS,2004-Q1,103.8,2012
Q,GR,N,LCI_WAG,PTS,2004-Q1,98.8,2012
Q,GR,N,LCI_O,B,2004-Q1,88.3,2012
Q,GR,N,LCI_O,C,2004-Q1,91.2,2012
Q,GR,N,LCI_O,D,2004-Q1,88.5,2012
Q,GR,N,LCI_O,E,2004-Q1,76.7,2012
Q,GR,N,LCI_O,F,2004-Q1,103.1,2012
Q,GR,N,LCI_O,G,2004-Q1,81.2,2012
Q,GR,N,LCI_O,H,2004-Q1,123.3,2012
Q,GR,N,LCI_O,I,2004-Q1,106.2,2012
Q,GR,N,LCI_O,J,2004-Q1,110,2012
Q,GR,N,LCI_O,K,2004-Q1,103.3,2012
Q,GR,N,LCI_O,L,2004-Q1,78.9,2012
Q,GR,N,LCI_O,M,2004-Q1,66.6,2012
Q,GR,N,LCI_O,N,2004-Q1,92.3,2012
Q,GR,N,LCI_O,O,2004-Q1,91.9,2012
Q,GR,N,LCI_O,P,2004-Q1,84.1,2012
Q,GR,N,LCI_O,Q,2004-Q1,95.2,2012
Q,GR,N,LCI_O,R,2004-Q1,243.4,2012
Q,GR,N,LCI_O,S,2004-Q1,107.8,2012
Q,GR,N,LCI_O,BTE,2004-Q1,89.3,2012
Q,GR,N,LCI_O,BTF,2004-Q1,93.2,2012
Q,GR,N,LCI_O,BTN,2004-Q1,94.4,2012
Q,GR,N,LCI_O,BTS,2004-Q1,91.2,2012
Q,GR,N,LCI_O,GTJ,2004-Q1,96.2,2012
Q,GR,N,LCI_O,GTN,2004-Q1,95,2012
Q,GR,N,LCI_O,KTN,2004-Q1,93.1,2012
Q,GR,N,LCI_O,OTS,2004-Q1,88.7,2012
Q,GR,N,LCI_O,PTS,2004-Q1,88,2012
Q,GR,Y,LCI_T,B,2004-Q1,95.7,2012
Q,GR,Y,LCI_T,C,2004-Q1,105.8,2012
Q,GR,Y,LCI_T,D,2004-Q1,86.3,2012
Q,GR,Y,LCI_T,E,2004-Q1,104.3,2012
Q,GR,Y,LCI_T,F,2004-Q1,114.1,2012
Q,GR,Y,LCI_T,G,2004-Q1,85.4,2012
Q,GR,Y,LCI_T,H,2004-Q1,96.8,2012
Q,GR,Y,LCI_T,I,2004-Q1,111.8,2012
Q,GR,Y,LCI_T,J,2004-Q1,108.2,2012
Q,GR,Y,LCI_T,L,2004-Q1,110.6,2012
Q,GR,Y,LCI_T,K,2004-Q1,106.6,2012
Q,GR,Y,LCI_T,M,2004-Q1,97.3,2012
Q,GR,Y,LCI_T,N,2004-Q1,102.3,2012
Q,GR,Y,LCI_T,O,2004-Q1,104.5,2012
Q,GR,Y,LCI_T,P,2004-Q1,118.7,2012
Q,GR,Y,LCI_T,Q,2004-Q1,125.4,2012
Q,GR,Y,LCI_T,R,2004-Q1,127.7,2012
Q,GR,Y,LCI_T,S,2004-Q1,107,2012
Q,GR,Y,LCI_T,BTE,2004-Q1,101.3,2012
Q,GR,Y,LCI_T,BTF,2004-Q1,104.3,2012
Q,GR,Y,LCI_T,BTN,2004-Q1,98.8,2012
Q,GR,Y,LCI_T,BTS,2004-Q1,103.2,2012
Q,GR,Y,LCI_T,GTJ,2004-Q1,93.7,2012
Q,GR,Y,LCI_T,GTN,2004-Q1,96.4,2012
Q,GR,Y,LCI_T,KTN,2004-Q1,103.4,2012
Q,GR,Y,LCI_T,OTS,2004-Q1,111.8,2012
Q,GR,Y,LCI_T,PTS,2004-Q1,118.2,2012
Q,GR,Y,LCI_WAG,B,2004-Q1,94.9,2012
Q,GR,Y,LCI_WAG,C,2004-Q1,106.8,2012
Q,GR,Y,LCI_WAG,D,2004-Q1,82,2012
Q,GR,Y,LCI_WAG,E,2004-Q1,105.8,2012
Q,GR,Y,LCI_WAG,F,2004-Q1,117.5,2012
Q,GR,Y,LCI_WAG,G,2004-Q1,83.5,2012
Q,GR,Y,LCI_WAG,H,2004-Q1,88.3,2012
Q,GR,Y,LCI_WAG,I,2004-Q1,111.9,2012
Q,GR,Y,LCI_WAG,J,2004-Q1,101.8,2012
Q,GR,Y,LCI_WAG,L,2004-Q1,117.1,2012
Q,GR,Y,LCI_WAG,K,2004-Q1,102.7,2012
Q,GR,Y,LCI_WAG,M,2004-Q1,102,2012
Q,GR,Y,LCI_WAG,N,2004-Q1,104.1,2012
Q,GR,Y,LCI_WAG,O,2004-Q1,103.5,2012
Q,GR,Y,LCI_WAG,P,2004-Q1,124,2012
Q,GR,Y,LCI_WAG,Q,2004-Q1,126.1,2012
Q,GR,Y,LCI_WAG,R,2004-Q1,117.2,2012
Q,GR,Y,LCI_WAG,S,2004-Q1,105.2,2012
Q,GR,Y,LCI_WAG,BTE,2004-Q1,101.5,2012
Q,GR,Y,LCI_WAG,BTF,2004-Q1,105,2012
Q,GR,Y,LCI_WAG,BTN,2004-Q1,97.1,2012
Q,GR,Y,LCI_WAG,BTS,2004-Q1,102.4,2012
Q,GR,Y,LCI_WAG,GTJ,2004-Q1,89.8,2012
Q,GR,Y,LCI_WAG,GTN,2004-Q1,93.4,2012
Q,GR,Y,LCI_WAG,KTN,2004-Q1,102.9,2012
Q,GR,Y,LCI_WAG,OTS,2004-Q1,112.6,2012
Q,GR,Y,LCI_WAG,PTS,2004-Q1,120.1,2012
Q,GR,Y,LCI_O,B,2004-Q1,103.8,2012
Q,GR,Y,LCI_O,C,2004-Q1,102.5,2012
Q,GR,Y,LCI_O,D,2004-Q1,100.1,2012
Q,GR,Y,LCI_O,E,2004-Q1,76.6,2012
Q,GR,Y,LCI_O,F,2004-Q1,103.2,2012
Q,GR,Y,LCI_O,G,2004-Q1,94.1,2012
Q,GR,Y,LCI_O,H,2004-Q1,132.1,2012
Q,GR,Y,LCI_O,I,2004-Q1,112.7,2012
Q,GR,Y,LCI_O,J,2004-Q1,130.9,2012
Q,GR,Y,LCI_O,L,2004-Q1,86.8,2012
Q,GR,Y,LCI_O,K,2004-Q1,116,2012
Q,GR,Y,LCI_O,M,2004-Q1,80.7,2012
Q,GR,Y,LCI_O,N,2004-Q1,92.4,2012
Q,GR,Y,LCI_O,O,2004-Q1,106.5,2012
Q,GR,Y,LCI_O,P,2004-Q1,105.4,2012
Q,GR,Y,LCI_O,Q,2004-Q1,98.8,2012
Q,GR,Y,LCI_O,R,2004-Q1,303.6,2012
Q,GR,Y,LCI_O,S,2004-Q1,119,2012
Q,GR,Y,LCI_O,BTE,2004-Q1,100.6,2012
Q,GR,Y,LCI_O,BTF,2004-Q1,101.3,2012
Q,GR,Y,LCI_O,BTN,2004-Q1,105.6,2012
Q,GR,Y,LCI_O,BTS,2004-Q1,105.9,2012
Q,GR,Y,LCI_O,GTJ,2004-Q1,109.3,2012
Q,GR,Y,LCI_O,GTN,2004-Q1,107.6,2012
Q,GR,Y,LCI_O,KTN,2004-Q1,104.1,2012
Q,GR,Y,LCI_O,OTS,2004-Q1,107.3,2012
Q,GR,Y,LCI_O,PTS,2004-Q1,109.1,2012
Q,GR,W,LCI_T,B,2004-Q1,87.2,2012
Q,GR,W,LCI_T,C,2004-Q1,95.9,2012
Q,GR,W,LCI_T,D,2004-Q1,74.3,2012
Q,GR,W,LCI_T,E,2004-Q1,73.9,2012
Q,GR,W,LCI_T,F,2004-Q1,106.3,2012
Q,GR,W,LCI_T,G,2004-Q1,73.3,2012
Q,GR,W,LCI_T,H,2004-Q1,87.9,2012
Q,GR,W,LCI_T,I,2004-Q1,101.2,2012
Q,GR,W,LCI_T,J,2004-Q1,92.9,2012
Q,GR,W,LCI_T,K,2004-Q1,97.3,2012
Q,GR,W,LCI_T,L,2004-Q1,113.8,2012
Q,GR,W,LCI_T,M,2004-Q1,86.3,2012
Q,GR,W,LCI_T,N,2004-Q1,93.4,2012
Q,GR,W,LCI_T,O,2004-Q1,112.5,2012
Q,GR,W,LCI_T,P,2004-Q1,93.5,2012
Q,GR,W,LCI_T,Q,2004-Q1,108.1,2012
Q,GR,W,LCI_T,R,2004-Q1,109.2,2012
Q,GR,W,LCI_T,S,2004-Q1,100.3,2012
Q,GR,W,LCI_T,BTE,2004-Q1,89.7,2012
Q,GR,W,LCI_T,BTF,2004-Q1,93.5,2012
Q,GR,W,LCI_T,BTN,2004-Q1,87.7,2012
Q,GR,W,LCI_T,BTS,2004-Q1,93.5,2012
Q,GR,W,LCI_T,GTJ,2004-Q1,81.8,2012
Q,GR,W,LCI_T,GTN,2004-Q1,85.1,2012
Q,GR,W,LCI_T,KTN,2004-Q1,93.9,2012
Q,GR,W,LCI_T,OTS,2004-Q1,105.3,2012
Q,GR,W,LCI_T,PTS,2004-Q1,98.2,2012
Q,GR,W,LCI_WAG,B,2004-Q1,87,2012
Q,GR,W,LCI_WAG,C,2004-Q1,97.4,2012
Q,GR,W,LCI_WAG,D,2004-Q1,70.4,2012
Q,GR,W,LCI_WAG,E,2004-Q1,74,2012
Q,GR,W,LCI_WAG,F,2004-Q1,107.4,2012
Q,GR,W,LCI_WAG,G,2004-Q1,71.6,2012
Q,GR,W,LCI_WAG,H,2004-Q1,79.1,2012
Q,GR,W,LCI_WAG,I,2004-Q1,100.5,2012
Q,GR,W,LCI_WAG,J,2004-Q1,89.4,2012
Q,GR,W,LCI_WAG,L,2004-Q1,117.6,2012
Q,GR,W,LCI_WAG,K,2004-Q1,94.8,2012
Q,GR,W,LCI_WAG,M,2004-Q1,91.9,2012
Q,GR,W,LCI_WAG,N,2004-Q1,93.3,2012
Q,GR,W,LCI_WAG,O,2004-Q1,106.2,2012
Q,GR,W,LCI_WAG,P,2004-Q1,97.3,2012
Q,GR,W,LCI_WAG,Q,2004-Q1,108.7,2012
Q,GR,W,LCI_WAG,R,2004-Q1,100.2,2012
Q,GR,W,LCI_WAG,S,2004-Q1,99.4,2012
Q,GR,W,LCI_WAG,BTE,2004-Q1,89.9,2012
Q,GR,W,LCI_WAG,BTF,2004-Q1,93.7,2012
Q,GR,W,LCI_WAG,BTN,2004-Q1,86.1,2012
Q,GR,W,LCI_WAG,BTS,2004-Q1,92.2,2012
Q,GR,W,LCI_WAG,GTJ,2004-Q1,78.5,2012
Q,GR,W,LCI_WAG,GTN,2004-Q1,82.6,2012
Q,GR,W,LCI_WAG,KTN,2004-Q1,93.8,2012
Q,GR,W,LCI_WAG,OTS,2004-Q1,104.2,2012
Q,GR,W,LCI_WAG,PTS,2004-Q1,100.5,2012
Q,GR,W,LCI_O,B,2004-Q1,90.5,2012
Q,GR,W,LCI_O,C,2004-Q1,90.7,2012
Q,GR,W,LCI_O,D,2004-Q1,89.4,2012
Q,GR,W,LCI_O,E,2004-Q1,76.7,2012
Q,GR,W,LCI_O,F,2004-Q1,103.4,2012
Q,GR,W,LCI_O,G,2004-Q1,80.6,2012
Q,GR,W,LCI_O,H,2004-Q1,125.3,2012
Q,GR,W,LCI_O,I,2004-Q1,106.7,2012
Q,GR,W,LCI_O,J,2004-Q1,103.9,2012
Q,GR,W,LCI_O,K,2004-Q1,103.5,2012
Q,GR,W,LCI_O,L,2004-Q1,97.6,2012
Q,GR,W,LCI_O,M,2004-Q1,67.5,2012
Q,GR,W,LCI_O,N,2004-Q1,92.8,2012
Q,GR,W,LCI_O,O,2004-Q1,131.3,2012
Q,GR,W,LCI_O,P,2004-Q1,83.9,2012
Q,GR,W,LCI_O,Q,2004-Q1,99.3,2012
Q,GR,W,LCI_O,R,2004-Q1,242.7,2012
Q,GR,W,LCI_O,S,2004-Q1,103.8,2012
Q,GR,W,LCI_O,BTE,2004-Q1,88.9,2012
Q,GR,W,LCI_O,BTF,2004-Q1,93,2012
Q,GR,W,LCI_O,BTN,2004-Q1,93.9,2012
Q,GR,W,LCI_O,BTS,2004-Q1,98.2,2012
Q,GR,W,LCI_O,GTJ,2004-Q1,95.2,2012
Q,GR,W,LCI_O,GTN,2004-Q1,94.5,2012
Q,GR,W,LCI_O,KTN,2004-Q1,93.6,2012
Q,GR,W,LCI_O,OTS,2004-Q1,107.2,2012
Q,GR,W,LCI_O,PTS,2004-Q1,87.6,2012
Q,GR,N,LCI_T,B,2004-Q2,93.9,2012
Q,GR,N,LCI_T,C,2004-Q2,107.9,2012
Q,GR,N,LCI_T,D,2004-Q2,87,2012
Q,GR,N,LCI_T,E,2004-Q2,112.2,2012
Q,GR,N,LCI_T,F,2004-Q2,115.4,2012
Q,GR,N,LCI_T,G,2004-Q2,84,2012
Q,GR,N,LCI_T,H,2004-Q2,98.7,2012
Q,GR,N,LCI_T,I,2004-Q2,113.3,2012
Q,GR,N,LCI_T,J,2004-Q2,108.1,2012
Q,GR,N,LCI_T,K,2004-Q2,105.3,2012
Q,GR,N,LCI_T,L,2004-Q2,126.5,2012
Q,GR,N,LCI_T,M,2004-Q2,99.8,2012
Q,GR,N,LCI_T,N,2004-Q2,107.9,2012
Q,GR,N,LCI_T,O,2004-Q2,102.8,2012
Q,GR,N,LCI_T,P,2004-Q2,108.2,2012
Q,GR,N,LCI_T,Q,2004-Q2,119.9,2012
Q,GR,N,LCI_T,R,2004-Q2,126.4,2012
Q,GR,N,LCI_T,S,2004-Q2,114.6,2012
Q,GR,N,LCI_T,BTE,2004-Q2,103.4,2012
Q,GR,N,LCI_T,BTF,2004-Q2,106.1,2012
Q,GR,N,LCI_T,BTN,2004-Q2,99.5,2012
Q,GR,N,LCI_T,BTS,2004-Q2,102.2,2012
Q,GR,N,LCI_T,GTJ,2004-Q2,93.4,2012
Q,GR,N,LCI_T,GTN,2004-Q2,96.5,2012
Q,GR,N,LCI_T,KTN,2004-Q2,104.6,2012
Q,GR,N,LCI_T,OTS,2004-Q2,107.9,2012
Q,GR,N,LCI_T,PTS,2004-Q2,112.2,2012
Q,GR,N,LCI_WAG,B,2004-Q2,94.1,2012
Q,GR,N,LCI_WAG,C,2004-Q2,109.1,2012
Q,GR,N,LCI_WAG,D,2004-Q2,82.9,2012
Q,GR,N,LCI_WAG,E,2004-Q2,113.1,2012
Q,GR,N,LCI_WAG,F,2004-Q2,116.6,2012
Q,GR,N,LCI_WAG,G,2004-Q2,82.3,2012
Q,GR,N,LCI_WAG,H,2004-Q2,89.2,2012
Q,GR,N,LCI_WAG,I,2004-Q2,112.6,2012
Q,GR,N,LCI_WAG,J,2004-Q2,103.1,2012
Q,GR,N,LCI_WAG,K,2004-Q2,102.4,2012
Q,GR,N,LCI_WAG,L,2004-Q2,137.1,2012
Q,GR,N,LCI_WAG,M,2004-Q2,106.5,2012
Q,GR,N,LCI_WAG,N,2004-Q2,108,2012
Q,GR,N,LCI_WAG,O,2004-Q2,106.3,2012
Q,GR,N,LCI_WAG,P,2004-Q2,112,2012
Q,GR,N,LCI_WAG,Q,2004-Q2,120.4,2012
Q,GR,N,LCI_WAG,R,2004-Q2,116.8,2012
Q,GR,N,LCI_WAG,S,2004-Q2,112.9,2012
Q,GR,N,LCI_WAG,BTE,2004-Q2,103.8,2012
Q,GR,N,LCI_WAG,BTF,2004-Q2,106.6,2012
Q,GR,N,LCI_WAG,BTN,2004-Q2,97.9,2012
Q,GR,N,LCI_WAG,BTS,2004-Q2,102.4,2012
Q,GR,N,LCI_WAG,GTJ,2004-Q2,89.7,2012
Q,GR,N,LCI_WAG,GTN,2004-Q2,93.8,2012
Q,GR,N,LCI_WAG,KTN,2004-Q2,105,2012
Q,GR,N,LCI_WAG,OTS,2004-Q2,111.1,2012
Q,GR,N,LCI_WAG,PTS,2004-Q2,114.2,2012
Q,GR,N,LCI_O,B,2004-Q2,95.4,2012
Q,GR,N,LCI_O,C,2004-Q2,103.5,2012
Q,GR,N,LCI_O,D,2004-Q2,101.2,2012
Q,GR,N,LCI_O,E,2004-Q2,99.4,2012
Q,GR,N,LCI_O,F,2004-Q2,112,2012
Q,GR,N,LCI_O,G,2004-Q2,91.1,2012
Q,GR,N,LCI_O,H,2004-Q2,139.2,2012
Q,GR,N,LCI_O,I,2004-Q2,118.1,2012
Q,GR,N,LCI_O,J,2004-Q2,125,2012
Q,GR,N,LCI_O,K,2004-Q2,112.2,2012
Q,GR,N,LCI_O,L,2004-Q2,91.8,2012
Q,GR,N,LCI_O,M,2004-Q2,77,2012
Q,GR,N,LCI_O,N,2004-Q2,106.2,2012
Q,GR,N,LCI_O,O,2004-Q2,90.7,2012
Q,GR,N,LCI_O,P,2004-Q2,98.4,2012
Q,GR,N,LCI_O,Q,2004-Q2,107.8,2012
Q,GR,N,LCI_O,R,2004-Q2,282.3,2012
Q,GR,N,LCI_O,S,2004-Q2,125.1,2012
Q,GR,N,LCI_O,BTE,2004-Q2,101.5,2012
Q,GR,N,LCI_O,BTF,2004-Q2,104.4,2012
Q,GR,N,LCI_O,BTN,2004-Q2,105.8,2012
Q,GR,N,LCI_O,BTS,2004-Q2,100.8,2012
Q,GR,N,LCI_O,GTJ,2004-Q2,108.4,2012
Q,GR,N,LCI_O,GTN,2004-Q2,106.5,2012
Q,GR,N,LCI_O,KTN,2004-Q2,103.2,2012
Q,GR,N,LCI_O,OTS,2004-Q2,94.8,2012
Q,GR,N,LCI_O,PTS,2004-Q2,102.8,2012
Q,GR,Y,LCI_T,B,2004-Q2,98,2012
Q,GR,Y,LCI_T,C,2004-Q2,109.5,2012
Q,GR,Y,LCI_T,D,2004-Q2,87.3,2012
Q,GR,Y,LCI_T,E,2004-Q2,113.5,2012
Q,GR,Y,LCI_T,F,2004-Q2,117.2,2012
Q,GR,Y,LCI_T,G,2004-Q2,84.4,2012
Q,GR,Y,LCI_T,H,2004-Q2,99.5,2012
Q,GR,Y,LCI_T,I,2004-Q2,115.2,2012
Q,GR,Y,LCI_T,J,2004-Q2,110.7,2012
Q,GR,Y,LCI_T,L,2004-Q2,104.4,2012
Q,GR,Y,LCI_T,K,2004-Q2,108.5,2012
Q,GR,Y,LCI_T,M,2004-Q2,102,2012
Q,GR,Y,LCI_T,N,2004-Q2,107.6,2012
Q,GR,Y,LCI_T,O,2004-Q2,105.8,2012
Q,GR,Y,LCI_T,P,2004-Q2,116.2,2012
Q,GR,Y,LCI_T,Q,2004-Q2,123.5,2012
Q,GR,Y,LCI_T,R,2004-Q2,132.4,2012
Q,GR,Y,LCI_T,S,2004-Q2,115.3,2012
Q,GR,Y,LCI_T,BTE,2004-Q2,104.9,2012
Q,GR,Y,LCI_T,BTF,2004-Q2,107.7,2012
Q,GR,Y,LCI_T,BTN,2004-Q2,100.9,2012
Q,GR,Y,LCI_T,BTS,2004-Q2,104.8,2012
Q,GR,Y,LCI_T,GTJ,2004-Q2,94.5,2012
Q,GR,Y,LCI_T,GTN,2004-Q2,97.9,2012
Q,GR,Y,LCI_T,KTN,2004-Q2,106.6,2012
Q,GR,Y,LCI_T,OTS,2004-Q2,112.3,2012
Q,GR,Y,LCI_T,PTS,2004-Q2,117.8,2012
Q,GR,Y,LCI_WAG,B,2004-Q2,97.7,2012
Q,GR,Y,LCI_WAG,C,2004-Q2,110.6,2012
Q,GR,Y,LCI_WAG,D,2004-Q2,83.1,2012
Q,GR,Y,LCI_WAG,E,2004-Q2,114.2,2012
Q,GR,Y,LCI_WAG,F,2004-Q2,118.7,2012
Q,GR,Y,LCI_WAG,G,2004-Q2,82.5,2012
Q,GR,Y,LCI_WAG,H,2004-Q2,91.2,2012
Q,GR,Y,LCI_WAG,I,2004-Q2,114.5,2012
Q,GR,Y,LCI_WAG,J,2004-Q2,104.9,2012
Q,GR,Y,LCI_WAG,L,2004-Q2,109.6,2012
Q,GR,Y,LCI_WAG,K,2004-Q2,104.1,2012
Q,GR,Y,LCI_WAG,M,2004-Q2,107.5,2012
Q,GR,Y,LCI_WAG,N,2004-Q2,107.5,2012
Q,GR,Y,LCI_WAG,O,2004-Q2,105,2012
Q,GR,Y,LCI_WAG,P,2004-Q2,120.7,2012
Q,GR,Y,LCI_WAG,Q,2004-Q2,124.1,2012
Q,GR,Y,LCI_WAG,R,2004-Q2,122.2,2012
Q,GR,Y,LCI_WAG,S,2004-Q2,113.5,2012
Q,GR,Y,LCI_WAG,BTE,2004-Q2,105.2,2012
Q,GR,Y,LCI_WAG,BTF,2004-Q2,108.1,2012
Q,GR,Y,LCI_WAG,BTN,2004-Q2,99.1,2012
Q,GR,Y,LCI_WAG,BTS,2004-Q2,103.9,2012
Q,GR,Y,LCI_WAG,GTJ,2004-Q2,90.7,2012
Q,GR,Y,LCI_WAG,GTN,2004-Q2,94.9,2012
Q,GR,Y,LCI_WAG,KTN,2004-Q2,105.7,2012
Q,GR,Y,LCI_WAG,OTS,2004-Q2,113.1,2012
Q,GR,Y,LCI_WAG,PTS,2004-Q2,119.6,2012
Q,GR,Y,LCI_O,B,2004-Q2,101.8,2012
Q,GR,Y,LCI_O,C,2004-Q2,105.7,2012
Q,GR,Y,LCI_O,D,2004-Q2,100.8,2012
Q,GR,Y,LCI_O,E,2004-Q2,99.3,2012
Q,GR,Y,LCI_O,F,2004-Q2,112.1,2012
Q,GR,Y,LCI_O,G,2004-Q2,93,2012
Q,GR,Y,LCI_O,H,2004-Q2,134.1,2012
Q,GR,Y,LCI_O,I,2004-Q2,120,2012
Q,GR,Y,LCI_O,J,2004-Q2,131.5,2012
Q,GR,Y,LCI_O,L,2004-Q2,84.4,2012
Q,GR,Y,LCI_O,K,2004-Q2,119.3,2012
Q,GR,Y,LCI_O,M,2004-Q2,82.8,2012
Q,GR,Y,LCI_O,N,2004-Q2,106.3,2012
Q,GR,Y,LCI_O,O,2004-Q2,106.8,2012
Q,GR,Y,LCI_O,P,2004-Q2,104.7,2012
Q,GR,Y,LCI_O,Q,2004-Q2,106.5,2012
Q,GR,Y,LCI_O,R,2004-Q2,304.2,2012
Q,GR,Y,LCI_O,S,2004-Q2,126.5,2012
Q,GR,Y,LCI_O,BTE,2004-Q2,103.7,2012
Q,GR,Y,LCI_O,BTF,2004-Q2,106,2012
Q,GR,Y,LCI_O,BTN,2004-Q2,108.3,2012
Q,GR,Y,LCI_O,BTS,2004-Q2,107.9,2012
Q,GR,Y,LCI_O,GTJ,2004-Q2,109.7,2012
Q,GR,Y,LCI_O,GTN,2004-Q2,109.3,2012
Q,GR,Y,LCI_O,KTN,2004-Q2,108.8,2012
Q,GR,Y,LCI_O,OTS,2004-Q2,107.5,2012
Q,GR,Y,LCI_O,PTS,2004-Q2,109.1,2012
Q,GR,W,LCI_T,B,2004-Q2,94.1,2012
Q,GR,W,LCI_T,C,2004-Q2,108.3,2012
Q,GR,W,LCI_T,D,2004-Q2,88.2,2012
Q,GR,W,LCI_T,E,2004-Q2,111.9,2012
Q,GR,W,LCI_T,F,2004-Q2,115.6,2012
Q,GR,W,LCI_T,G,2004-Q2,83.7,2012
Q,GR,W,LCI_T,H,2004-Q2,99.1,2012
Q,GR,W,LCI_T,I,2004-Q2,112.3,2012
Q,GR,W,LCI_T,J,2004-Q2,108.3,2012
Q,GR,W,LCI_T,K,2004-Q2,105.4,2012
Q,GR,W,LCI_T,L,2004-Q2,127.3,2012
Q,GR,W,LCI_T,M,2004-Q2,100.5,2012
Q,GR,W,LCI_T,N,2004-Q2,109.2,2012
Q,GR,W,LCI_T,O,2004-Q2,111.1,2012
Q,GR,W,LCI_T,P,2004-Q2,109.4,2012
Q,GR,W,LCI_T,Q,2004-Q2,122.1,2012
Q,GR,W,LCI_T,R,2004-Q2,128.1,2012
Q,GR,W,LCI_T,S,2004-Q2,116.8,2012
Q,GR,W,LCI_T,BTE,2004-Q2,103.5,2012
Q,GR,W,LCI_T,BTF,2004-Q2,106.3,2012
Q,GR,W,LCI_T,BTN,2004-Q2,99.5,2012
Q,GR,W,LCI_T,BTS,2004-Q2,103.9,2012
Q,GR,W,LCI_T,GTJ,2004-Q2,93.3,2012
Q,GR,W,LCI_T,GTN,2004-Q2,96.5,2012
Q,GR,W,LCI_T,KTN,2004-Q2,105.1,2012
Q,GR,W,LCI_T,OTS,2004-Q2,112.7,2012
Q,GR,W,LCI_T,PTS,2004-Q2,113.8,2012
Q,GR,W,LCI_WAG,B,2004-Q2,93.8,2012
Q,GR,W,LCI_WAG,C,2004-Q2,109.5,2012
Q,GR,W,LCI_WAG,D,2004-Q2,84.4,2012
